703598170	20161103	201611	2016	2016.8301	CHNGOV	CHINESE	CHN					GOV			LSO	LESOTHO	LSO								1	073	073	07	2	7.4	2	1	2	2.24719101123596	4	Butha-Buthe, Butha-Buthe, Lesotho	LT	LT11	18870	-28.7666	28.2494	-1405404	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171103123000	http://www.lestimes.com/chinese-community-empowers-farmers/
703598171	20161103	201611	2016	2016.8301	CHNGOV	CHINA	CHN					GOV			LSO	LESOTHO	LSO								1	073	073	07	2	7.4	2	1	2	2.24719101123596	4	Changqing, Anhui, China	CH	CH01	12998	31.0295	118.403	10555097	4	Butha-Buthe, Butha-Buthe, Lesotho	LT	LT11	18870	-28.7666	28.2494	-1405404	4	Changqing, Anhui, China	CH	CH01	12998	31.0295	118.403	10555097	20171103123000	http://www.lestimes.com/chinese-community-empowers-farmers/
703598172	20161103	201611	2016	2016.8301	COP	PRISON						COP			USA	MICHIGAN	USA								1	190	190	19	4	-10.0	3	1	3	-4.3640897755611	3	East Kentwood High School, Michigan, United States	US	USMI	MI081	42.8508	-85.6169	2570847	3	East Kentwood High School, Michigan, United States	US	USMI		42.8508	-85.6169	2570847	3	East Kentwood High School, Michigan, United States	US	USMI		42.8508	-85.6169	2570847	20171103123000	http://people.com/crime/teen-mckenna-hilton-killer-savon-schmus-sentencing/
703598173	20161103	201611	2016	2016.8301	CVLGOV	CIVILIAN						CVL	GOV		MIL	ARMY						MIL			0	100	100	10	3	-5.0	20	1	20	-4.94061869220297	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	20171103123000	http://www.btvi.in/article/read/international/39400/myanmar-sees--bad-consequences--if-us-imposes-sanctions-on-army
703598174	20161103	201611	2016	2016.8301	CVLGOV	CIVILIAN						CVL	GOV		MMR	MYANMAR	MMR								0	0841	084	08	2	7.0	20	1	20	-4.94061869220297	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	5	Rakhine State, Rakhine State, Myanmar	BM	BM01	41814	19	94.25	-440595	20171103123000	http://www.btvi.in/article/read/international/39400/myanmar-sees--bad-consequences--if-us-imposes-sanctions-on-army
703598175	20161103	201611	2016	2016.8301	FIN	FINLAND	FIN								RUS	RUSSIA	RUS								0	193	193	19	4	-10.0	2	1	2	0.12787723785167	4	Imatra, Sydkarelens Forbund, Finland	FI	FI17	16229	61.1667	28.7667	-1366542	4	Imatra, Sydkarelens Forbund, Finland	FI	FI17	16229	61.1667	28.7667	-1366542	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103123000	Helsingin Sanomat website, Helsinki/BBC Monitoring/(c) BBC
703598176	20161103	201611	2016	2016.8301	FIN	FINLAND	FIN								RUS	RUSSIA	RUS								0	193	193	19	4	-10.0	4	1	4	0.12787723785167	4	Imatra, Sydkarelens Forbund, Finland	FI	FI17	16229	61.1667	28.7667	-1366542	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103123000	Helsingin Sanomat website, Helsinki/BBC Monitoring/(c) BBC
703598177	20161103	201611	2016	2016.8301	GBRJUD	UNITED KINGDOM	GBR					JUD													0	015	015	01	1	0.0	6	1	6	-3.48027842227378	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	0								4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	20171103123000	https://www.standard.co.uk/news/uk/teacher-who-took-photos-up-girls-skirts-at-south-london-convent-school-faces-classroom-ban-a3675471.html
703598178	20161103	201611	2016	2016.8301	HLH	HOSPITAL						HLH			CVL	COMMUNITY						CVL			0	084	084	08	2	7.0	10	1	10	0.73260073260073	0								0								0								20171103123000	http://www.baltimoresun.com/news/maryland/howard/columbia/ph-ho-cf-hospital-population-growth-1109-story.html
703598179	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND																		1	062	062	06	2	7.4	8	1	4	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598180	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND								KAZ	KAZAKHSTAN	KAZ								0	046	046	04	1	7.0	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598181	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND								KAZ	ASTANA	KAZ								1	046	046	04	1	7.0	14	1	8	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598182	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND								KAZ	KAZAKHSTAN	KAZ								0	062	062	06	2	7.4	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598183	20161103	201611	2016	2016.8301	IND	NEW DELHI	IND								KAZ	ASTANA	KAZ								1	062	062	06	2	7.4	14	1	8	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598184	20161103	201611	2016	2016.8301	JUD	MAGISTRATE						JUD													0	015	015	01	1	0.0	2	1	2	-3.48027842227378	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	0								4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	20171103123000	https://www.standard.co.uk/news/uk/teacher-who-took-photos-up-girls-skirts-at-south-london-convent-school-faces-classroom-ban-a3675471.html
703598185	20161103	201611	2016	2016.8301	KAZ	KAZAKHSTAN	KAZ								IND	NEW DELHI	IND								1	046	046	04	1	7.0	4	1	2	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598186	20161103	201611	2016	2016.8301	KAZ	ASTANA	KAZ								IND	NEW DELHI	IND								1	046	046	04	1	7.0	12	1	6	0	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598187	20161103	201611	2016	2016.8301	KAZ	KAZAKHSTAN	KAZ								IND	NEW DELHI	IND								0	062	062	06	2	7.4	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598188	20161103	201611	2016	2016.8301	KAZ	ASTANA	KAZ								IND	NEW DELHI	IND								1	062	062	06	2	7.4	14	1	8	0	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	http://www.plenglish.com/index.php?o=rn&id=20523&SEO=india-kazakhstan-conduct-joint-military-exercise
703598189	20161103	201611	2016	2016.8301	MWI	MALAWI	MWI								GOV	MINISTRY						GOV			0	060	060	06	2	6.0	10	1	10	-0.49261083743842	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	20171103123000	http://allafrica.com/stories/201711030630.html
703598190	20161103	201611	2016	2016.8301	MWI	MALAWI	MWI								GOV	MINISTRY						GOV			0	070	070	07	2	7.0	10	1	10	-0.49261083743842	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	4	Lilongwe, Lilongwe, Malawi	MI	MI11	19310	-13.9833	33.7833	-1482799	20171103123000	http://allafrica.com/stories/201711030630.html
703598191	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								LEG	SENATE						LEG			1	051	051	05	1	3.4	2	1	2	0.70859167404783	3	Prince George, Virginia, United States	US	USVA	VA149	37.2204	-77.288	1499915	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171103123000	https://marylandmatters.org/2017/11/02/political-notes-van-hollen-boosts-baker-hogan-boosts-gillespie-and-more/
703598192	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA								LEG	SENATE						LEG			1	051	051	05	1	3.4	2	1	2	0.70859167404783	3	Montgomery County, Virginia, United States	US	USVA	VA121	37.1668	-80.3831	1674630	3	Montgomery County, Virginia, United States	US	USVA		37.1668	-80.3831	1674630	3	Montgomery County, Virginia, United States	US	USVA		37.1668	-80.3831	1674630	20171103123000	https://marylandmatters.org/2017/11/02/political-notes-van-hollen-boosts-baker-hogan-boosts-gillespie-and-more/
703598193	20161103	201611	2016	2016.8301	VNM	VIETNAM	VNM								CHN	CHINA	CHN								0	190	190	19	4	-10.0	1	1	1	-0.0621504039776202	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171103123000	https://www.businessinsider.com.au/trump-asia-trip-what-you-need-to-know-2017-11
703598194	20171004	201710	2017	2017.7507	ESP	SPANISH	ESP								GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	4	1	4	3.65853658536585	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171103123000	http://www.hebdenbridgetimes.co.uk/news/regional/five-firms-shortlisted-for-2-75bn-contract-to-build-hs2-trains-1-8836062
703598195	20171004	201710	2017	2017.7507	ESPBUS	SPANISH	ESP					BUS			GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	6	1	6	3.65853658536585	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171103123000	http://www.hebdenbridgetimes.co.uk/news/regional/five-firms-shortlisted-for-2-75bn-contract-to-build-hs2-trains-1-8836062
703598196	20171004	201710	2017	2017.7507	IMGMOSALQ	AL QAIDA		ALQ		MOS		IMG			YEM	YEMEN	YEM								1	112	112	11	3	-2.0	4	1	4	-5.6198347107438	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171103123000	http://www.military.com/daily-news/2017/11/03/resigned-uss-cole-case-lawyers-defy-war-court-judge-order-again.html
703598197	20171004	201710	2017	2017.7507	LEG	LAWMAKER						LEG			GOV	SECRETARY OF STATE						GOV			1	020	020	02	1	3.0	4	1	4	-2.09580838323354	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171103123000	https://www.aol.com/article/news/2017/11/03/trump-administration-weighs-placing-north-korea-on-state-sponsor-of-terrorism-list/23265571/
703598198	20171004	201710	2017	2017.7507	LEG	LAWMAKER						LEG			PRKGOV	NORTH KOREA	PRK					GOV			1	020	020	02	1	3.0	1	1	1	-2.09580838323354	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171103123000	https://www.aol.com/article/news/2017/11/03/trump-administration-weighs-placing-north-korea-on-state-sponsor-of-terrorism-list/23265571/
703598199	20171004	201710	2017	2017.7507	MIL	ARMY						MIL			SEAUAF	SOUTHEAST ASIA	SEA					UAF			0	193	193	19	4	-10.0	5	1	5	-9.41558441558443	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171103123000	http://news.trust.org/item/20171103121300-dyn9d
703598200	20171004	201710	2017	2017.7507	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	2	1	2	-4.3640897755611	3	East Kentwood High School, Michigan, United States	US	USMI	MI081	42.8508	-85.6169	2570847	0								3	East Kentwood High School, Michigan, United States	US	USMI		42.8508	-85.6169	2570847	20171103123000	http://people.com/crime/teen-mckenna-hilton-killer-savon-schmus-sentencing/
703598201	20171004	201710	2017	2017.7507	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	2	1	2	-4.3640897755611	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171103123000	http://people.com/crime/teen-mckenna-hilton-killer-savon-schmus-sentencing/
703598202	20171004	201710	2017	2017.7507	tam	TAMIL			tam						MILSPY	MILITARY INTELLIGENCE						MIL	SPY		1	173	173	17	4	-5.0	10	1	10	-4.65116279069768	0								0								0								20171103123000	http://www.tamilguardian.com/content/two-stf-intelligence-officers-arrested-over-ariyalai-murder
703598203	20171027	201710	2017	2017.8137											GOV	GOVERNMENT						GOV			1	190	190	19	4	-10.0	3	1	3	-4.7244094488189	0								4	Port Moresby, National Capital, Papua New Guinea	PP	PP20	18585	-9.46472	147.193	-2198538	5	Western Highlands, Western Highlands, Papua New Guinea	PP	PP16	18585	-5.75	144.5	-2203523	20171103123000	http://www.emtv.com.pg/family-of-deceased-petitions-gulf-provincial-government/
703598204	20171027	201710	2017	2017.8137	BRA	RIO DE JANEIRO	BRA								ESP	SPANISH	ESP								1	193	193	19	4	-10.0	4	1	4	-3.10218978102189	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20171103123000	http://riotimesonline.com/brazil-news/opinion-editorial/opinion-rios-beleaguered-military-police/
703598205	20171027	201710	2017	2017.8137	BRA	RIO DE JANEIRO	BRA								ESPCVL	SPANISH	ESP					CVL			1	193	193	19	4	-10.0	6	1	6	-3.10218978102189	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20171103123000	http://riotimesonline.com/brazil-news/opinion-editorial/opinion-rios-beleaguered-military-police/
703598206	20171027	201710	2017	2017.8137	BUS	TRADER						BUS			CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	0.78947368421053	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171103123000	http://www.reuters.com/article/global-metals/metals-zinc-slips-as-inventories-rise-investors-pause-after-rally-idUSL4N1N92UD
703598207	20171027	201710	2017	2017.8137	BUS	INDUSTRY						BUS			GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	1	1	1	3.15789473684211	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171103123000	http://variety.com/2017/music/news/sony-rob-stringer-interview-music-industry-trust-1202606222/
703598208	20171027	201710	2017	2017.8137	BUS	INDUSTRY						BUS			MNCJPN	SONY	JPN					MNC			1	036	036	03	1	4.0	3	1	3	3.15789473684211	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171103123000	http://variety.com/2017/music/news/sony-rob-stringer-interview-music-industry-trust-1202606222/
703598209	20171027	201710	2017	2017.8137	CHN	CHINA	CHN								BUS	TRADER						BUS			1	042	042	04	1	1.9	2	1	2	0.78947368421053	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171103123000	http://www.reuters.com/article/global-metals/metals-zinc-slips-as-inventories-rise-investors-pause-after-rally-idUSL4N1N92UD
703598210	20171027	201710	2017	2017.8137	CHN	CHINA	CHN								BUS	TRADER						BUS			1	052	052	05	1	3.5	2	1	2	0.78947368421053	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171103123000	http://www.reuters.com/article/global-metals/metals-zinc-slips-as-inventories-rise-investors-pause-after-rally-idUSL4N1N92UD
703598211	20171027	201710	2017	2017.8137	CRM	CRIMINAL						CRM													0	090	090	09	2	-2.0	6	1	6	-4.55250905328505	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171103123000	http://www.latimes.com/business/hollywood/la-fi-ct-grasham-apa-allegations-20171103-story.html
703598212	20171027	201710	2017	2017.8137	CRM	CRIMINAL						CRM													0	091	091	09	2	-2.0	6	1	6	-4.55250905328505	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171103123000	http://www.latimes.com/business/hollywood/la-fi-ct-grasham-apa-allegations-20171103-story.html
703598213	20171027	201710	2017	2017.8137	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								0	091	091	09	2	-2.0	4	1	4	-4.55250905328505	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171103123000	http://www.latimes.com/business/hollywood/la-fi-ct-grasham-apa-allegations-20171103-story.html
703598214	20171027	201710	2017	2017.8137	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	1	1	1	-4.7244094488189	4	Port Moresby, National Capital, Papua New Guinea	PP	PP20	18585	-9.46472	147.193	-2198538	0								4	Port Moresby, National Capital, Papua New Guinea	PP	PP20	18585	-9.46472	147.193	-2198538	20171103123000	http://www.emtv.com.pg/family-of-deceased-petitions-gulf-provincial-government/
703598215	20171027	201710	2017	2017.8137	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	2	1	2	-4.7244094488189	4	Port Moresby, National Capital, Papua New Guinea	PP	PP20	18585	-9.46472	147.193	-2198538	0								5	Western Highlands, Western Highlands, Papua New Guinea	PP	PP16	18585	-5.75	144.5	-2203523	20171103123000	http://www.emtv.com.pg/family-of-deceased-petitions-gulf-provincial-government/
703598216	20171027	201710	2017	2017.8137	GOV	GOVERNMENT						GOV													1	114	114	11	3	-2.0	3	1	3	-4.7244094488189	4	Kerema, Gulf, Papua New Guinea	PP	PP02	18585	-7.96309	145.779	-2192031	0								4	Kerema, Gulf, Papua New Guinea	PP	PP02	18585	-7.96309	145.779	-2192031	20171103123000	http://www.emtv.com.pg/family-of-deceased-petitions-gulf-provincial-government/
703598217	20171027	201710	2017	2017.8137	GOV	PRESIDENT						GOV			IND	KARNATAKA	IND								0	051	051	05	1	3.4	2	1	2	-0.96385542168674	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	4	Kodagu, Karnataka, India	IN	IN19	17689	12.4167	75.75	-2101137	20171103123000	http://www.news18.com/news/india/pil-against-celebration-of-tipu-jayanti-filed-in-karnataka-high-court-1566463.html
703598218	20171027	201710	2017	2017.8137	GOV	PRESIDENT						GOV			IND	KARNATAKA	IND								0	051	051	05	1	3.4	2	1	2	-0.96385542168674	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	4	Kodagu, Karnataka, India	IN	IN19	17689	12.4167	75.75	-2101137	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171103123000	http://www.news18.com/news/india/pil-against-celebration-of-tipu-jayanti-filed-in-karnataka-high-court-1566463.html
