704334913	20161106	201611	2016	2016.8384	IGOEUREEC	THE EU	EUR	EEC				IGO			PAN	PANAMA	PAN								1	040	040	04	1	1.0	5	1	5	-5.17241379310345	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171106143000	https://www.reuters.com/article/uk-eu-ecofin-taxavoidance/eu-to-discuss-blacklist-of-tax-havens-after-paradise-papers-leaks-idUKKBN1D6192
704334914	20161106	201611	2016	2016.8384	MNCJPN	SONY	JPN					MNC			JPN	JAPAN	JPN								1	036	036	03	1	4.0	8	1	8	3.38983050847458	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171106143000	http://www.newsnow.in/article/sony-music-foundation-presents-the-12th-international-oboe-competition-of-japan-2018-in-tokyo-
704334915	20161106	201611	2016	2016.8384	PAN	PANAMA	PAN																		1	084	084	08	2	7.0	8	1	8	-0.16501650165016	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171106143000	http://english.sakshi.com/news/2017/11/06/everyone-must-pay-tax-theresa-may-on-paradise-papers
704334916	20161106	201611	2016	2016.8384	PAN	PANAMA	PAN								IGOEUREEC	THE EU	EUR	EEC				IGO			1	040	040	04	1	1.0	5	1	5	-5.17241379310345	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20171106143000	https://www.reuters.com/article/uk-eu-ecofin-taxavoidance/eu-to-discuss-blacklist-of-tax-havens-after-paradise-papers-leaks-idUKKBN1D6192
704334917	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		0	026	026	02	1	4.0	1	1	1	0	3	Dunstable, Massachusetts, United States	US	USMA	MA017	42.6751	-71.4828	611441	0								3	Dunstable, Massachusetts, United States	US	USMA	MA017	42.6751	-71.4828	611441	20171106143000	http://www.sentinelandenterprise.com/news/ci_31431491/pot-moratoriums-grow-few-towns-prepared-allow-sales
704334918	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		0	026	026	02	1	4.0	1	1	1	0	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171106143000	http://www.sentinelandenterprise.com/news/ci_31431491/pot-moratoriums-grow-few-towns-prepared-allow-sales
704334919	20161106	201611	2016	2016.8384	sco	SCOTTISH			sco						BUS	INDUSTRY						BUS			1	020	020	02	1	3.0	5	1	5	1.69491525423729	5	Western Isles, Eilean Siar, United Kingdom	UK	UKW8	40178	57.6667	-7.16667	-2611241	5	Western Isles, Eilean Siar, United Kingdom	UK	UKW8	40178	57.6667	-7.16667	-2611241	5	Western Isles, Eilean Siar, United Kingdom	UK	UKW8	40178	57.6667	-7.16667	-2611241	20171106143000	http://www.insider.co.uk/news/salmon-farming-industry-increased-employment-11476209
704334920	20171007	201710	2017	2017.7589											USA	UNITED STATES	USA								0	111	111	11	3	-2.0	4	1	4	-1.49253731343283	0								3	West Hartford, Connecticut, United States	US	USCT		41.762	-72.742	211952	3	West Hartford, Connecticut, United States	US	USCT		41.762	-72.742	211952	20171106143000	http://www.courant.com/politics/hc-news-connecticut-local-elections-previe-20171102-story.html
704334921	20171007	201710	2017	2017.7589	GBR	UNITED KINGDOM	GBR								NGA	NIGERIA	NGA								1	084	084	08	2	7.0	5	1	5	-3.94736842105263	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Nigeria	NI	NI		10	8	NI	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106143000	http://www.reuters.com/article/us-britain-nigeria-kidnapping/uk-says-briton-kidnapped-in-nigeria-last-month-killed-three-others-released-idUSKBN1D61PT
704334922	20171007	201710	2017	2017.7589	GBR	BRITAIN	GBR								NGA	NIGERIA	NGA								1	0841	084	08	2	7.0	16	2	16	-3.3750813272609	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Nigeria	NI	NI		10	8	NI	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106143000	http://www.newsadvance.com/news/world/wire/britain-uk-missionary-kidnapped-in-nigeria-last-month-has-been/article_f4c9fa20-f9ab-5980-9ed8-3c38d50a69b7.html
704334923	20171007	201710	2017	2017.7589	GBR	LONDON	GBR								NGA	NIGERIA	NGA								1	0841	084	08	2	7.0	20	3	20	-2.03882871983654	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171106143000	http://www.wsbtv.com/news/britain-1-uk-missionary-kidnapped-in-nigeria-last-month-has-been-killed-three-others-have-been/640931556
704334924	20171007	201710	2017	2017.7589	GOV	MINIST						GOV			COP	NATIONAL POLICE						COP			1	010	010	01	1	0.0	6	1	6	-1.8450184501845	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171106143000	https://citizen.co.za/news/south-africa/1717798/police-ministry-denies-allegation-that-mbalula-has-taken-over-intelligence/
704334925	20171007	201710	2017	2017.7589	IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			PHL	FILIPINO	PHL								0	046	046	04	1	7.0	28	26	28	-8.52545526518468	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171106143000	http://www.sfchronicle.com/news/world/article/Philippine-troops-kill-9-remaining-militants-in-12334726.php
704334926	20171007	201710	2017	2017.7589	IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			PHL	FILIPINO	PHL								0	1123	112	11	3	-2.0	17	17	17	-8.4211296458882	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171106143000	http://www.bnd.com/news/business/article182976631.html
704334927	20171007	201710	2017	2017.7589	IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			PHL	FILIPINO	PHL								0	1123	112	11	3	-2.0	11	9	11	-8.68668576773377	1	Syria	SY	SY		35	38	SY	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171106143000	http://www.sfchronicle.com/news/world/article/Philippine-troops-kill-9-remaining-militants-in-12334726.php
704334928	20171007	201710	2017	2017.7589	LEG	REPRESENTATIVES						LEG			LEGJUD	SENATE						LEG	JUD		1	060	060	06	2	6.0	4	1	4	-0.38350910834132	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	20171106143000	http://www.lifezette.com/polizette/trump-administration-poised-to-end-quasi-amnesty-for-300000/
704334929	20171007	201710	2017	2017.7589	LEG	REPRESENTATIVES						LEG			LEGJUD	SENATE						LEG	JUD		1	060	060	06	2	6.0	6	1	6	-0.38350910834132	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171106143000	http://www.lifezette.com/polizette/trump-administration-poised-to-end-quasi-amnesty-for-300000/
704334930	20171007	201710	2017	2017.7589	MOS	ISLAM				MOS					SAU	SAUDI ARABIA	SAU								0	043	043	04	1	2.8	1	1	1	2.11970074812967	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106143000	http://www.business-standard.com/article/international/who-is-mohammed-bin-salman-the-saudi-prince-at-the-centre-of-the-purge-117110600448_1.html
704334931	20171007	201710	2017	2017.7589	MOS	ISLAM				MOS					SAU	SAUDI ARABIA	SAU								0	043	043	04	1	2.8	1	1	1	2.11970074812967	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106143000	http://www.business-standard.com/article/international/who-is-mohammed-bin-salman-the-saudi-prince-at-the-centre-of-the-purge-117110600448_1.html
704334932	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								GBR	UNITED KINGDOM	GBR								1	0841	084	08	2	7.0	6	3	6	-2.48424625564466	1	Nigeria	NI	NI		10	8	NI	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106143000	http://www.newsadvance.com/news/world/wire/britain-uk-missionary-kidnapped-in-nigeria-last-month-has-been/article_f4c9fa20-f9ab-5980-9ed8-3c38d50a69b7.html
704334933	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								GBR	UNITED KINGDOM	GBR								1	0841	084	08	2	7.0	24	3	24	-2.48424625564466	1	Nigeria	NI	NI		10	8	NI	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Nigeria	NI	NI		10	8	NI	20171106143000	http://www.newsadvance.com/news/world/wire/britain-uk-missionary-kidnapped-in-nigeria-last-month-has-been/article_f4c9fa20-f9ab-5980-9ed8-3c38d50a69b7.html
704334934	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								GBR	BRITON	GBR								1	0841	084	08	2	7.0	36	3	36	-3.6256006096826	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171106143000	https://www.reuters.com/article/us-britain-nigeria-kidnapping/briton-kidnapped-in-nigeria-last-month-killed-three-others-released-uk-foreign-office-idUSKBN1D61PT
704334935	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								GBR	UNITED KINGDOM	GBR								0	181	181	18	4	-9.0	10	1	10	-0.70257611241218	1	Nigeria	NI	NI		10	8	NI	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Nigeria	NI	NI		10	8	NI	20171106143000	http://www.wsbtv.com/news/britain-1-uk-missionary-kidnapped-in-nigeria-last-month-has-been-killed-three-others-have-been/640931556
704334936	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								GBR	UNITED KINGDOM	GBR								1	181	181	18	4	-9.0	10	1	10	-0.70257611241218	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171106143000	http://www.wsbtv.com/news/britain-1-uk-missionary-kidnapped-in-nigeria-last-month-has-been-killed-three-others-have-been/640931556
704334937	20171007	201710	2017	2017.7589	PHL	FILIPINO	PHL								IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			0	046	046	04	1	7.0	28	26	28	-8.52545526518468	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171106143000	http://www.sfchronicle.com/news/world/article/Philippine-troops-kill-9-remaining-militants-in-12334726.php
704334938	20171007	201710	2017	2017.7589	PHL	FILIPINO	PHL								UAF	MILITANT						UAF			0	046	046	04	1	7.0	28	26	28	-8.52545526518468	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171106143000	http://www.sfchronicle.com/news/world/article/Philippine-troops-kill-9-remaining-militants-in-12334726.php
704334939	20171007	201710	2017	2017.7589	SAU	SAUDI ARABIA	SAU								MOS	ISLAM				MOS					0	042	042	04	1	1.9	1	1	1	2.11970074812967	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106143000	http://www.business-standard.com/article/international/who-is-mohammed-bin-salman-the-saudi-prince-at-the-centre-of-the-purge-117110600448_1.html
704334940	20171007	201710	2017	2017.7589	SAU	SAUDI ARABIA	SAU								MOS	ISLAM				MOS					0	042	042	04	1	1.9	1	1	1	2.11970074812967	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106143000	http://www.business-standard.com/article/international/who-is-mohammed-bin-salman-the-saudi-prince-at-the-centre-of-the-purge-117110600448_1.html
704334941	20171007	201710	2017	2017.7589	UAF	MILITANT						UAF			PHL	FILIPINO	PHL								0	046	046	04	1	7.0	28	26	28	-8.52545526518468	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171106143000	http://www.sfchronicle.com/news/world/article/Philippine-troops-kill-9-remaining-militants-in-12334726.php
704334942	20171007	201710	2017	2017.7589	UAF	MILITANT						UAF			PHL	FILIPINO	PHL								0	1123	112	11	3	-2.0	17	17	17	-8.4211296458882	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	Iraq	IZ	IZ		33	44	IZ	1	Syria	SY	SY		35	38	SY	20171106143000	http://www.bnd.com/news/business/article182976631.html
704334943	20171007	201710	2017	2017.7589	UAF	MILITANT						UAF			PHL	FILIPINO	PHL								0	1123	112	11	3	-2.0	11	9	11	-8.68668576773377	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171106143000	http://www.sfchronicle.com/news/world/article/Philippine-troops-kill-9-remaining-militants-in-12334726.php
704334944	20171007	201710	2017	2017.7589	USA	CALIFORNIA	USA																		1	1724	172	17	4	-5.0	4	1	4	-7.43919885550787	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20171106143000	http://www.pantagraph.com/news/economy-booming-but-so-is-homelessness-along-west-coast/article_522909f8-50e6-5781-b71c-3038a525ac63.html
704334945	20171007	201710	2017	2017.7589	USA	CALIFORNIA	USA																		1	1724	172	17	4	-5.0	6	1	6	-7.43919885550787	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171106143000	http://www.pantagraph.com/news/economy-booming-but-so-is-homelessness-along-west-coast/article_522909f8-50e6-5781-b71c-3038a525ac63.html
704334946	20171030	201710	2017	2017.8219											PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	1	1	1	-4.07885791978246	0								4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334947	20171030	201710	2017	2017.8219											PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	1	1	1	-4.07885791978246	0								4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334948	20171030	201710	2017	2017.8219	BUS	INVESTOR						BUS			GBRBUS	BRITISH	GBR					BUS			1	020	020	02	1	3.0	10	1	10	4.23280423280424	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106143000	https://skift.com/2017/11/06/british-airways-hints-at-disrupting-its-loyalty-program-in-2018/
704334949	20171030	201710	2017	2017.8219	FRA	FRENCH	FRA																		1	0356	035	03	1	7.0	2	1	2	-0.18050541516245	4	San Javier, Murcia, Spain	SP	SP31	25822	37.8049	-0.8373	-400832	0								4	San Javier, Murcia, Spain	SP	SP31	25822	37.8049	-0.8373	-400832	20171106143000	http://www.theleader.info/2017/11/06/days-numbered-san-javier-airport-aena-gets-corvera/
704334950	20171030	201710	2017	2017.8219	FRABUS	FRENCH	FRA					BUS													1	0356	035	03	1	7.0	3	1	3	-0.18050541516245	4	San Javier, Murcia, Spain	SP	SP31	25822	37.8049	-0.8373	-400832	0								4	San Javier, Murcia, Spain	SP	SP31	25822	37.8049	-0.8373	-400832	20171106143000	http://www.theleader.info/2017/11/06/days-numbered-san-javier-airport-aena-gets-corvera/
704334951	20171030	201710	2017	2017.8219	JPN	JAPANESE	JPN								USA	PHOENIX	USA								1	057	057	05	1	8.0	10	1	10	0.31055900621118	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171106143000	http://news.abs-cbn.com/business/11/06/17/familymart-to-change-philippine-partners-for-expansion
704334952	20171030	201710	2017	2017.8219	LEG	CONGRESS						LEG			MNCUSAMED	GOOGLE	USA					MNC	MED		1	010	010	01	1	0.0	10	1	10	-1.18110236220473	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106143000	https://www.recode.net/2017/11/6/16610682/royal-coup-saudi-crown-prince-alwaleed-investor-russia-yuri-milner-dnainfo-thor-ragnarok
704334953	20171030	201710	2017	2017.8219	PHL	PHILIPPINE	PHL																		0	043	043	04	1	2.8	1	1	1	-4.07885791978246	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	0								4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334954	20171030	201710	2017	2017.8219	PHL	PHILIPPINE	PHL																		0	073	073	07	2	7.4	1	1	1	-4.07885791978246	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	0								4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334955	20171030	201710	2017	2017.8219	PHL	PHILIPPINE	PHL																		0	073	073	07	2	7.4	1	1	1	-4.07885791978246	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	0								4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334956	20171030	201710	2017	2017.8219	USA	PHOENIX	USA								JPN	JAPANESE	JPN								1	057	057	05	1	8.0	10	1	10	0.31055900621118	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171106143000	http://news.abs-cbn.com/business/11/06/17/familymart-to-change-philippine-partners-for-expansion
704334957	20171030	201710	2017	2017.8219	USAGOV	NEW YORK	USA					GOV			BUS	BANK						BUS			0	010	010	01	1	0.0	6	1	6	-3.25379609544469	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106143000	https://www.inquisitr.com/4601223/house-republicans-back-to-the-drawing-board-on-tax-bill/
704334958	20171105	201711	2017	2017.8356											MIL	MILITARY						MIL			0	111	111	11	3	-2.0	2	1	2	-4.07885791978246	0								4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334959	20171105	201711	2017	2017.8356											MIL	MILITARY						MIL			0	111	111	11	3	-2.0	6	1	6	-4.07885791978246	0								4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334960	20171105	201711	2017	2017.8356											MIL	MILITARY						MIL			0	111	111	11	3	-2.0	2	1	2	-4.07885791978246	0								1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171106143000	http://malaya.com.ph/business-news/news/12-maute-stragglers-killed
704334961	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	010	010	01	1	0.0	4	1	4	-0.53231939163498	4	Digong, Liaoning, China	CH	CH19	13185	42.1786	122.048	10721881	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171106143000	http://malaya.com.ph/business-news/opinion/duterte-trump-meeting
704334962	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	010	010	01	1	0.0	2	1	2	-0.53231939163498	4	Digong, Liaoning, China	CH	CH19	13185	42.1786	122.048	10721881	4	Digong, Liaoning, China	CH	CH19	13185	42.1786	122.048	10721881	4	Digong, Liaoning, China	CH	CH19	13185	42.1786	122.048	10721881	20171106143000	http://malaya.com.ph/business-news/opinion/duterte-trump-meeting
704334963	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	010	010	01	1	0.0	2	1	2	-0.53231939163498	4	Digong, Liaoning, China	CH	CH19	13185	42.1786	122.048	10721881	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106143000	http://malaya.com.ph/business-news/opinion/duterte-trump-meeting
704334964	20171105	201711	2017	2017.8356	FIN	HELSINKI	FIN								SYR	SYRIA	SYR								1	051	051	05	1	3.4	6	1	6	-1.89125295508274	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	1	Syria	SY	SY		35	38	SY	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20171106143000	http://www.hurriyetdailynews.com/us-defense-secretary-mattis-looks-to-diplomacy-as-isil-crumbles-in-syria-122011
